epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.06398210674524307	0.01219388097524643	0.06317031478242031	0.05682326853275299	0.0209682434797287	0.05922274247742852
20.0	0.05906040593981743	0.011219924315810204	0.06046605404912478	0.06420581787824631	0.024253439158201218	0.06443199607519341
30.0	0.08277405053377151	0.016097087413072586	0.08225540449587891	0.07225951552391052	0.02745402231812477	0.07596151329661233
40.0	0.09619686752557755	0.018039891496300697	0.10297260796000944	0.08523489534854889	0.032835423946380615	0.09373944434376832
50.0	0.11588367819786072	0.021923065185546875	0.11813490925914849	0.10536913573741913	0.04174012690782547	0.11142201454057146
60.0	0.1422818899154663	0.03002001903951168	0.14429372567663176	0.12774048745632172	0.053015585988759995	0.1360239343192063
70.0	0.16420583426952362	0.0349845364689827	0.1695392904783967	0.15570470690727234	0.06447527557611465	0.1655394933855193
80.0	0.19865772128105164	0.04289301857352257	0.20229658197934475	0.18076063692569733	0.07647965848445892	0.19322494509900898
90.0	0.21789711713790894	0.04813355207443237	0.2230757631761614	0.1957494467496872	0.08438767492771149	0.21095856371645963
100.0	0.22595077753067017	0.05016855150461197	0.2302236496732794	0.20134228467941284	0.0875726193189621	0.2169904237712044
110.0	0.22908279299736023	0.05166316032409668	0.23338226575318846	0.20671139657497406	0.0907135158777237	0.22204119571784856
120.0	0.24250560998916626	0.055421631783246994	0.24520132767814368	0.21140938997268677	0.09392371773719788	0.2285433345810411
130.0	0.2434004545211792	0.05502287298440933	0.24734730882950184	0.2170022428035736	0.0970495343208313	0.23367812352670447
140.0	0.2460850328207016	0.05541333183646202	0.2543014058592137	0.22035793960094452	0.09827303886413574	0.24002220149196532
150.0	0.25682327151298523	0.058146391063928604	0.265270816498954	0.22371365129947662	0.10027070343494415	0.24574134636503747
160.0	0.25950783491134644	0.05866960063576698	0.27264977808770635	0.22527962923049927	0.10004027187824249	0.2508373948321926
170.0	0.2666666805744171	0.0597316212952137	0.28267047246840565	0.2295302152633667	0.10169875621795654	0.25776932249922646
180.0	0.27024608850479126	0.06068796664476395	0.2883161185740449	0.22975391149520874	0.10169326514005661	0.26059459151254216
190.0	0.272483229637146	0.06144046038389206	0.29168689259753217	0.23445190489292145	0.10357855260372162	0.2655231500388998
200.0	0.27472037076950073	0.06226276233792305	0.2932758053914519	0.23914986848831177	0.10613685846328735	0.2691258531968291
210.0	0.28411635756492615	0.06380634009838104	0.3003239180488378	0.2454138696193695	0.10877470672130585	0.2743971900853934
220.0	0.28859061002731323	0.06429003179073334	0.30418607879031395	0.24787472188472748	0.11050056666135788	0.27719354717568506
230.0	0.28948548436164856	0.06341772526502609	0.30354985767565407	0.2501118779182434	0.11065954715013504	0.27764838876950515
240.0	0.29798659682273865	0.06573116779327393	0.30946027900953255	0.25302013754844666	0.11284656822681427	0.28053253227550173
250.0	0.2988814413547516	0.06568312644958496	0.3107782475020958	0.25234898924827576	0.11115430295467377	0.28054925164956646
260.0	0.3015660047531128	0.06607148796319962	0.3112043649784726	0.25234898924827576	0.11154656857252121	0.28003955688107124
270.0	0.30335569381713867	0.06706744432449341	0.3118426602203275	0.2552572786808014	0.1135978251695633	0.2817894537242723
280.0	0.30335572361946106	0.06709321588277817	0.31273807477115506	0.2559284269809723	0.11311972886323929	0.28295846050573537
290.0	0.29932886362075806	0.06544478982686996	0.30996950484144986	0.2572706937789917	0.11347804218530655	0.2839616214686627
300.0	0.2970917224884033	0.06414812803268433	0.3094584977544714	0.2572706937789917	0.11289983242750168	0.2846382951137061
310.0	0.2944071590900421	0.06323322653770447	0.3077773505879388	0.2572706937789917	0.11287137866020203	0.28455152841108583
320.0	0.2948545813560486	0.06391312181949615	0.30774462878165815	0.25906041264533997	0.11301657557487488	0.28528953680759706
330.0	0.29395970702171326	0.0633898377418518	0.30720023169081134	0.25816553831100464	0.11317578703165054	0.28478156154481765
340.0	0.29395970702171326	0.06304939091205597	0.30790189641803256	0.2599552571773529	0.1139972060918808	0.28653891564290435
350.0	0.29351234436035156	0.06326907873153687	0.30546211957762076	0.26174497604370117	0.11422670632600784	0.2863390241479521
360.0	0.29530200362205505	0.06376327574253082	0.30781604573770954	0.25906041264533997	0.11184486746788025	0.2853834891349834
370.0	0.2957494258880615	0.06390434503555298	0.30831806461844097	0.26353469491004944	0.11452867835760117	0.28862410306908387
380.0	0.29530200362205505	0.0632011890411377	0.30676240299304547	0.2646532356739044	0.11505306512117386	0.2884901288247433
