epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.1646532565355301	0.03403819724917412	0.16780648453562735	0.15637585520744324	0.06318969279527664	0.16412609047637527
20.0	0.22371366620063782	0.048876870423555374	0.23499469813239302	0.20335571467876434	0.08977854251861572	0.2225218067087164
30.0	0.27293065190315247	0.06019814312458038	0.2865244875721715	0.2308724820613861	0.10008444637060165	0.25923311776193025
40.0	0.2751677930355072	0.0613827109336853	0.2838211858595598	0.24317672848701477	0.10652346909046173	0.26526824526114795
50.0	0.2809843420982361	0.06259959936141968	0.2902551477361832	0.2420581728219986	0.10716267675161362	0.2673719772479413
60.0	0.2733781039714813	0.061761531978845596	0.2817133715202474	0.2400447428226471	0.10758384317159653	0.262946208086453
70.0	0.2706935405731201	0.06129955127835274	0.2812469357840232	0.24049216508865356	0.10749152302742004	0.2639009014754972
80.0	0.2666666805744171	0.059738077223300934	0.2769240344668655	0.23266218602657318	0.10462330281734467	0.25711538267703954
90.0	0.26756152510643005	0.06078564375638962	0.2786362401735428	0.23646531999111176	0.10454259812831879	0.2596470207257297
100.0	0.26219242811203003	0.05734500288963318	0.2761576298602757	0.23489932715892792	0.1040443480014801	0.2591640565957268
110.0	0.25771814584732056	0.05430976673960686	0.2753885230849626	0.23400448262691498	0.1023736372590065	0.2591850907340342
120.0	0.2554810047149658	0.05408938229084015	0.27156728976543637	0.231543630361557	0.10146857798099518	0.2559694822784404
130.0	0.25637584924697876	0.05379002168774605	0.26832965925139024	0.23512305319309235	0.10279010981321335	0.25550284529210515
140.0	0.26174497604370117	0.05452689155936241	0.2740503845270068	0.23489932715892792	0.10136020183563232	0.2566100383532603
150.0	0.25369128584861755	0.05320396646857262	0.26864607497074455	0.23243847489356995	0.09927470237016678	0.2546557189728242
